,Zipcode,City,Area ID,Area Name,Crime Code,Crime Code Description,Date Occurred,Date Reported,DR #,Latitude,Longitude,Location,MO Code,Premise Code,Reporting District,Time Occurred,mo_descriptions
743,90014,los angeles,01,Central,740,"VANDALISM - FELONY ($400 & OVER, ALL CHURCH VANDALISMS)",2010-01-19,2010-01-20,100105053,34.0467,-118.2485,MAIN                         ST,0329,101,0145,2100,{'0329': 'Vandalized'}
744,90015,los angeles,01,Central,626,INTIMATE PARTNER - SIMPLE ASSAULT,2010-01-16,2010-01-20,100105055,34.0395,-118.2622,1200 S  OLIVE                        ST,0319 0416 1814 2000,502,0182,2200,"{'0319': 'Profanity Used', '0416': 'Hit-Hit w/ weapon', '1814': 'Susp is/was current/former boyfriend/girlfriend', '2000': 'Domestic violence'}"
745,90014,los angeles,01,Central,310,BURGLARY,2010-01-19,2010-01-20,100105072,34.0461,-118.2476,500 S  LOS ANGELES                  ST,0344,203,0155,1700,{'0344': 'Removes vict property'}
746,90014,los angeles,01,Central,946,OTHER MISCELLANEOUS CRIME,2010-01-20,2010-01-20,100105080,34.0378,-118.2561,1100    SANTEE                       ST,,103,0185,1130,{'nan': 'Unknown code'}
747,90013,los angeles,01,Central,440,THEFT PLAIN - PETTY ($950 & UNDER),2010-01-20,2010-01-20,100105083,34.0455,-118.2381,300 S  ALAMEDA                      ST,0344,727,0138,1400,{'0344': 'Removes vict property'}
748,90017,los angeles,01,Central,440,THEFT PLAIN - PETTY ($950 & UNDER),2010-01-20,2010-01-20,100105084,34.0451,-118.2604,600 W  9TH                          ST,,402,0162,0930,{'nan': 'Unknown code'}
749,90012,los angeles,01,Central,440,THEFT PLAIN - PETTY ($950 & UNDER),2010-01-14,2010-01-19,100105096,34.0552,-118.2322,500    RAMIREZ                      ST,0344,726,0119,1500,{'0344': 'Removes vict property'}
750,90071,los angeles,01,Central,330,BURGLARY FROM VEHICLE,2010-01-18,2010-01-19,100105097,34.0584,-118.2513,FIGUEROA                     ST,0344 0358 1307 1609,101,0121,1900,"{'0344': 'Removes vict property', '0358': 'Forces Entry', '1307': 'Breaks window', '1609': 'Smashed'}"
751,90017,los angeles,01,Central,230,"ASSAULT WITH DEADLY WEAPON, AGGRAVATED ASSAULT",2010-01-20,2010-01-20,100105102,34.0444,-118.2628,700 W  OLYMPIC                      BL,0416 1300,108,0182,0915,"{'0416': 'Hit-Hit w/ weapon', '1300': 'Vehicle involved'}"
752,90014,los angeles,01,Central,624,BATTERY - SIMPLE ASSAULT,2010-01-20,2010-01-20,100105103,34.0373,-118.2503,9TH,0416,102,0176,0900,{'0416': 'Hit-Hit w/ weapon'}
753,90014,los angeles,01,Central,624,BATTERY - SIMPLE ASSAULT,2010-01-20,2010-01-20,100105104,34.0467,-118.2485,100 W  5TH                          ST,0416,502,0154,1120,{'0416': 'Hit-Hit w/ weapon'}
754,90013,los angeles,01,Central,740,"VANDALISM - FELONY ($400 & OVER, ALL CHURCH VANDALISMS)",2010-01-15,2010-01-20,100105105,34.0401,-118.2359,1200    PALMETTO                     ST,0329 1300,122,0159,1630,"{'0329': 'Vandalized', '1300': 'Vehicle involved'}"
755,90014,los angeles,01,Central,901,VIOLATION OF RESTRAINING ORDER,2010-01-20,2010-01-21,100105111,34.0409,-118.2574,BROADWAY,,102,0185,1535,{'nan': 'Unknown code'}
756,90015,los angeles,01,Central,341,"THEFT-GRAND ($950.01 & OVER)EXCPT,GUNS,FOWL,LIVESTK,PROD",2010-01-14,2010-01-21,100105112,34.0311,-118.2646,100 W  WASHINGTON                   BL,0344,203,0195,1800,{'0344': 'Removes vict property'}
757,90014,los angeles,01,Central,624,BATTERY - SIMPLE ASSAULT,2010-01-20,2010-01-21,100105114,34.0446,-118.2450,500    SAN JULIAN                   ST,0400,102,0156,0610,{'0400': 'Force used'}
758,90014,los angeles,01,Central,341,"THEFT-GRAND ($950.01 & OVER)EXCPT,GUNS,FOWL,LIVESTK,PROD",2010-01-19,2010-01-21,100105122,34.0446,-118.2450,5TH                          ST,0344,102,0156,1500,{'0344': 'Removes vict property'}
759,90014,los angeles,01,Central,354,THEFT OF IDENTITY,2010-01-19,2010-01-21,100105123,34.0417,-118.2443,600    CROCKER                      ST,0377,502,0157,1700,"{'0377': ""Takes vict's identification/driver license""}"
760,90026,los angeles,01,Central,410,"BURGLARY FROM VEHICLE, ATTEMPTED",2010-01-20,2010-01-20,100105124,34.0724,-118.2490,1200    LILAC                        TR,0329 1609,101,0101,0515,"{'0329': 'Vandalized', '1609': 'Smashed'}"
761,90017,los angeles,01,Central,341,"THEFT-GRAND ($950.01 & OVER)EXCPT,GUNS,FOWL,LIVESTK,PROD",2010-01-20,2010-01-21,100105134,34.0480,-118.2560,600    WILSHIRE                     BL,0344,605,0152,1522,{'0344': 'Removes vict property'}
762,90012,los angeles,01,Central,210,ROBBERY,2010-01-21,2010-01-21,100105135,34.0708,-118.2471,MARVIEW,0344 0355 0432 0906 1300,102,0101,0735,"{'0344': 'Removes vict property', '0355': 'Demanded property other than money', '0432': 'Intimidation', '0906': 'Gangs', '1300': 'Vehicle involved'}"
763,90014,los angeles,01,Central,624,BATTERY - SIMPLE ASSAULT,2010-01-21,2010-01-21,100105140,34.0446,-118.2450,500    SAN JULIAN                   ST,0416,102,0156,1525,{'0416': 'Hit-Hit w/ weapon'}
764,90071,los angeles,01,Central,624,BATTERY - SIMPLE ASSAULT,2010-01-21,2010-01-21,100105144,34.0502,-118.2540,600 W  5TH                          ST,0400 0429,738,0152,1117,"{'0400': 'Force used', '0429': 'Vict knocked to ground'}"
765,90015,los angeles,01,Central,330,BURGLARY FROM VEHICLE,2010-01-21,2010-01-21,100105147,34.0350,-118.2615,1400 S  MAIN                         ST,0344 1302,101,0195,1345,"{'0344': 'Removes vict property', '1302': ""Suspect forced way into victim's vehicle""}"
766,90014,los angeles,01,Central,901,VIOLATION OF RESTRAINING ORDER,2010-01-21,2010-01-21,100105158,34.0449,-118.2528,7TH,0432,102,0163,1820,{'0432': 'Intimidation'}
767,90012,los angeles,01,Central,624,BATTERY - SIMPLE ASSAULT,2010-01-21,2010-01-21,100105160,34.0613,-118.2446,BUNKER HILL,0416 2004,102,0111,1745,"{'0416': 'Hit-Hit w/ weapon', '2004': 'Suspect is homeless/transient'}"
768,90014,los angeles,01,Central,624,BATTERY - SIMPLE ASSAULT,2010-01-21,2010-01-21,100105167,34.0445,-118.2558,800 S  HILL                         ST,0416 0417,203,0163,1830,"{'0416': 'Hit-Hit w/ weapon', '0417': 'Kicked'}"
769,90014,los angeles,01,Central,624,BATTERY - SIMPLE ASSAULT,2010-01-21,2010-01-21,100105168,34.0446,-118.2450,5TH                          ST,0416,101,0147,2200,{'0416': 'Hit-Hit w/ weapon'}
770,90014,los angeles,01,Central,230,"ASSAULT WITH DEADLY WEAPON, AGGRAVATED ASSAULT",2010-01-21,2010-01-21,100105169,34.0423,-118.2452,500 E  6TH                          ST,,504,0157,1940,{'nan': 'Unknown code'}
771,90071,los angeles,01,Central,341,"THEFT-GRAND ($950.01 & OVER)EXCPT,GUNS,FOWL,LIVESTK,PROD",2010-01-21,2010-01-21,100105171,34.0578,-118.2520,100 S  FIGUEROA                     ST,0344 1237,108,0131,1000,"{'0344': 'Removes vict property', '1237': 'Customer'}"
772,90012,los angeles,01,Central,624,BATTERY - SIMPLE ASSAULT,2010-01-22,2010-01-22,100105173,34.0663,-118.2441,900    FIGUEROA                     TR,0416,502,0101,0100,{'0416': 'Hit-Hit w/ weapon'}
773,90017,los angeles,01,Central,341,"THEFT-GRAND ($950.01 & OVER)EXCPT,GUNS,FOWL,LIVESTK,PROD",2010-01-18,2010-01-22,100105179,34.0430,-118.2606,500 W  OLYMPIC                      BL,0344,108,0182,2200,{'0344': 'Removes vict property'}
774,90014,los angeles,01,Central,230,"ASSAULT WITH DEADLY WEAPON, AGGRAVATED ASSAULT",2010-01-22,2010-01-22,100105180,34.0481,-118.2507,5TH                          ST,0416 1402,203,0153,0820,"{'0416': 'Hit-Hit w/ weapon', '1402': 'Evidence Booked (any crime)'}"
775,90014,los angeles,01,Central,624,BATTERY - SIMPLE ASSAULT,2010-01-21,2010-01-22,100105181,34.0445,-118.2558,800 S  HILL                         ST,0416 1402 1814,203,0163,1830,"{'0416': 'Hit-Hit w/ weapon', '1402': 'Evidence Booked (any crime)', '1814': 'Susp is/was current/former boyfriend/girlfriend'}"
776,90013,los angeles,01,Central,440,THEFT PLAIN - PETTY ($950 & UNDER),2010-01-21,2010-01-22,100105182,34.0442,-118.2439,500 S  SAN PEDRO                    ST,0344,710,0157,2300,{'0344': 'Removes vict property'}
777,90015,los angeles,01,Central,626,INTIMATE PARTNER - SIMPLE ASSAULT,2010-01-22,2010-01-22,100105187,34.0401,-118.2668,1300 S  FLOWER                       ST,0400 2000,502,0192,1325,"{'0400': 'Force used', '2000': 'Domestic violence'}"
778,90014,los angeles,01,Central,440,THEFT PLAIN - PETTY ($950 & UNDER),2010-01-21,2010-01-22,100105201,34.0474,-118.2531,600 S  HILL                         ST,0344,501,0152,1810,{'0344': 'Removes vict property'}
779,90079,los angeles,01,Central,626,INTIMATE PARTNER - SIMPLE ASSAULT,2010-01-21,2010-01-22,100105203,34.0534,-118.2409,TEMPLE                       ST,0416 0421 1241 2000 1821,101,0124,1830,"{'0416': 'Hit-Hit w/ weapon', '0421': 'Threaten to kill', '1241': 'Spouse', '2000': 'Domestic violence', '1821': 'Spouse'}"
780,90079,los angeles,01,Central,440,THEFT PLAIN - PETTY ($950 & UNDER),2010-01-22,2010-01-23,100105207,34.0495,-118.2494,400 S  BROADWAY,0344,405,0143,1640,{'0344': 'Removes vict property'}
781,90013,los angeles,01,Central,624,BATTERY - SIMPLE ASSAULT,2010-01-23,2010-01-23,100105208,34.0472,-118.2385,2ND,0400 0416 0906,102,0138,0015,"{'0400': 'Force used', '0416': 'Hit-Hit w/ weapon', '0906': 'Gangs'}"
782,90013,los angeles,01,Central,624,BATTERY - SIMPLE ASSAULT,2010-01-23,2010-01-23,100105209,34.0472,-118.2385,2ND,0400 0416 0906,102,0138,0015,"{'0400': 'Force used', '0416': 'Hit-Hit w/ weapon', '0906': 'Gangs'}"
783,90013,los angeles,01,Central,624,BATTERY - SIMPLE ASSAULT,2010-01-23,2010-01-23,100105210,34.0472,-118.2385,2ND,0400 0416 0906,102,0138,0015,"{'0400': 'Force used', '0416': 'Hit-Hit w/ weapon', '0906': 'Gangs'}"
784,90079,los angeles,01,Central,623,BATTERY POLICE (SIMPLE),2010-01-23,2010-01-23,100105213,34.0482,-118.2472,100 W  4TH                          ST,1212,101,0135,0210,{'1212': 'LA Police Officer'}
785,90079,los angeles,01,Central,623,BATTERY POLICE (SIMPLE),2010-01-23,2010-01-23,100105214,34.0482,-118.2472,100 W  4TH                          ST,1212,101,0135,0210,{'1212': 'LA Police Officer'}
786,90013,los angeles,01,Central,745,VANDALISM - MISDEAMEANOR ($399 OR UNDER),2010-01-22,2010-01-23,100105215,34.0486,-118.2351,800 E  1ST                          ST,0344 1609,101,0139,2300,"{'0344': 'Removes vict property', '1609': 'Smashed'}"
787,90017,los angeles,01,Central,330,BURGLARY FROM VEHICLE,2010-01-24,2010-01-24,100105264,34.0487,-118.2627,8TH                          ST,0344 0358 1307 1609,101,0161,0900,"{'0344': 'Removes vict property', '0358': 'Forces Entry', '1307': 'Breaks window', '1609': 'Smashed'}"
788,90012,los angeles,01,Central,626,INTIMATE PARTNER - SIMPLE ASSAULT,2010-01-22,2010-01-22,100105216,34.0617,-118.2469,500 N  FIGUEROA                     ST,0400 0408,102,0111,2300,"{'0400': 'Force used', '0408': 'Choked/uses choke hold/Strangulation/Suffocation'}"
789,90079,los angeles,01,Central,626,INTIMATE PARTNER - SIMPLE ASSAULT,2010-01-23,2010-01-23,100105217,34.0564,-118.2498,100 S  HOPE                         ST,0416 2000,501,0132,0400,"{'0416': 'Hit-Hit w/ weapon', '2000': 'Domestic violence'}"
790,90015,los angeles,01,Central,626,INTIMATE PARTNER - SIMPLE ASSAULT,2010-01-22,2010-01-22,100105218,34.0317,-118.2641,1800 S  MAIN                         ST,2000,502,0195,1830,{'2000': 'Domestic violence'}
791,90071,los angeles,01,Central,354,THEFT OF IDENTITY,2010-01-22,2010-01-22,100105220,34.0551,-118.2545,300 S  FIGUEROA                     ST,0377,503,0141,1000,"{'0377': ""Takes vict's identification/driver license""}"
792,90012,los angeles,01,Central,320,"BURGLARY, ATTEMPTED",2010-01-22,2010-01-23,100105221,34.0637,-118.2440,800    BUNKER HILL                  AV,,502,0111,2000,{'nan': 'Unknown code'}
793,90015,los angeles,01,Central,341,"THEFT-GRAND ($950.01 & OVER)EXCPT,GUNS,FOWL,LIVESTK,PROD",2010-01-23,2010-01-23,100105223,34.0402,-118.2684,FIGUEROA                     ST,0344,102,0191,1330,{'0344': 'Removes vict property'}
794,90014,los angeles,01,Central,341,"THEFT-GRAND ($950.01 & OVER)EXCPT,GUNS,FOWL,LIVESTK,PROD",2010-01-22,2010-01-23,100105224,34.0407,-118.2541,900 S  LOS ANGELES                  ST,0344,405,0185,1335,{'0344': 'Removes vict property'}
795,90014,los angeles,01,Central,624,BATTERY - SIMPLE ASSAULT,2010-01-23,2010-01-23,100105226,34.0449,-118.2458,300 E  5TH                          ST,0416,405,0156,1150,{'0416': 'Hit-Hit w/ weapon'}
796,90014,los angeles,01,Central,946,OTHER MISCELLANEOUS CRIME,2010-01-23,2010-01-23,100105227,34.0461,-118.2476,500 S  LOS ANGELES                  ST,,101,0155,1210,{'nan': 'Unknown code'}
797,90014,los angeles,01,Central,946,OTHER MISCELLANEOUS CRIME,2010-01-23,2010-01-23,100105228,34.0461,-118.2476,500 S  LOS ANGELES                  ST,,101,0155,1210,{'nan': 'Unknown code'}
798,90012,los angeles,01,Central,330,BURGLARY FROM VEHICLE,2010-01-23,2010-01-23,100105230,34.0617,-118.2469,500 N  FIGUEROA                     ST,0344 0358 1307 1609,108,0111,0230,"{'0344': 'Removes vict property', '0358': 'Forces Entry', '1307': 'Breaks window', '1609': 'Smashed'}"
799,90012,los angeles,01,Central,330,BURGLARY FROM VEHICLE,2010-01-21,2010-01-23,100105231,34.0674,-118.2468,900 N  BEAUDRY                      AV,0344 1607,101,0101,1700,"{'0344': 'Removes vict property', '1607': 'Pried'}"
800,90014,los angeles,01,Central,210,ROBBERY,2010-01-23,2010-01-23,100105235,34.0416,-118.2584,HILL                         ST,0416 0429 0906 1402,101,0185,1845,"{'0416': 'Hit-Hit w/ weapon', '0429': 'Vict knocked to ground', '0906': 'Gangs', '1402': 'Evidence Booked (any crime)'}"
801,90014,los angeles,01,Central,220,ATTEMPTED ROBBERY,2010-01-23,2010-01-24,100105238,34.0401,-118.2459,7TH,0337 0344,101,0157,0015,"{'0337': 'Demands money', '0344': 'Removes vict property'}"
802,90012,los angeles,01,Central,946,OTHER MISCELLANEOUS CRIME,2010-01-23,2010-01-24,100105239,34.0652,-118.2306,100    BLOOM                        ST,0906,102,0118,2250,{'0906': 'Gangs'}
803,90017,los angeles,01,Central,341,"THEFT-GRAND ($950.01 & OVER)EXCPT,GUNS,FOWL,LIVESTK,PROD",2010-01-23,2010-01-24,100105241,34.0480,-118.2577,700 W  7TH                          ST,0344,404,0162,1845,{'0344': 'Removes vict property'}
804,90013,los angeles,01,Central,440,THEFT PLAIN - PETTY ($950 & UNDER),2010-01-24,2010-01-24,100105242,34.0442,-118.2439,500 S  SAN PEDRO                    ST,0346 1402,710,0156,0015,"{'0346': 'Snatch property and runs', '1402': 'Evidence Booked (any crime)'}"
805,90013,los angeles,01,Central,440,THEFT PLAIN - PETTY ($950 & UNDER),2010-01-24,2010-01-24,100105243,34.0442,-118.2439,500 S  SAN PEDRO                    ST,0344,710,0156,0015,{'0344': 'Removes vict property'}
806,90013,los angeles,01,Central,624,BATTERY - SIMPLE ASSAULT,2010-01-23,2010-01-23,100105248,34.0442,-118.2439,5TH,0416,101,0147,1100,{'0416': 'Hit-Hit w/ weapon'}
807,90071,los angeles,01,Central,763,STALKING,2010-01-18,2010-01-19,100105249,34.0551,-118.2545,300 S  FIGUEROA                     ST,0347,702,0142,1650,{'0347': 'Stalks vict'}
808,90017,los angeles,01,Central,440,THEFT PLAIN - PETTY ($950 & UNDER),2010-01-23,2010-01-23,100105250,34.0494,-118.2599,700 S  FIGUEROA                     ST,0344,717,0161,1853,{'0344': 'Removes vict property'}
809,90014,los angeles,01,Central,350,"THEFT, PERSON",2010-01-24,2010-01-24,100105251,34.0488,-118.2518,5TH,0346,102,0143,0220,{'0346': 'Snatch property and runs'}
810,90014,los angeles,01,Central,624,BATTERY - SIMPLE ASSAULT,2010-01-24,2010-01-24,100105253,34.0446,-118.2450,500    SAN JULIAN                   ST,0417 2000,102,0156,0910,"{'0417': 'Kicked', '2000': 'Domestic violence'}"
811,90014,los angeles,01,Central,888,TRESPASSING,2010-01-23,2010-01-23,100105254,34.0446,-118.2490,200 E  6TH                          ST,1501,503,0155,2340,{'1501': 'Other MO (see rpt)'}
812,90013,los angeles,01,Central,648,ARSON,2010-01-23,2010-01-24,100105255,34.0489,-118.2371,600 E  1ST                          ST,1501,203,0139,2245,{'1501': 'Other MO (see rpt)'}
813,90012,los angeles,01,Central,510,VEHICLE - STOLEN,2010-01-23,2010-01-24,100105257,34.0607,-118.2494,TEMPLE                       ST,,101,0121,2200,{'nan': 'Unknown code'}
814,90015,los angeles,01,Central,510,VEHICLE - STOLEN,2010-01-23,2010-01-24,100105259,34.0401,-118.2668,PICO,,108,0182,2000,{'nan': 'Unknown code'}
815,90014,los angeles,01,Central,510,VEHICLE - STOLEN,2010-01-24,2010-01-24,100105260,34.0478,-118.2502,5TH                          ST,,101,0143,0930,{'nan': 'Unknown code'}
816,90014,los angeles,01,Central,440,THEFT PLAIN - PETTY ($950 & UNDER),2010-01-24,2010-01-24,100105261,34.0423,-118.2452,SAN PEDRO,1402,102,0156,1200,{'1402': 'Evidence Booked (any crime)'}
817,90079,los angeles,01,Central,624,BATTERY - SIMPLE ASSAULT,2010-01-24,2010-01-24,100105263,34.0534,-118.2409,300 N  LOS ANGELES                  ST,0419 0417,109,0112,1300,"{'0419': 'Pulled victims hair', '0417': 'Kicked'}"
818,90014,los angeles,01,Central,210,ROBBERY,2010-01-24,2010-01-24,100105265,34.0428,-118.2461,6TH                          ST,0344 0400 0416 0429,101,0166,0930,"{'0344': 'Removes vict property', '0400': 'Force used', '0416': 'Hit-Hit w/ weapon', '0429': 'Vict knocked to ground'}"
819,90017,los angeles,01,Central,624,BATTERY - SIMPLE ASSAULT,2010-01-24,2010-01-24,100105267,34.0480,-118.2577,7TH                          ST,0416 0417,102,0162,0200,"{'0416': 'Hit-Hit w/ weapon', '0417': 'Kicked'}"
820,90021,los angeles,01,Central,230,"ASSAULT WITH DEADLY WEAPON, AGGRAVATED ASSAULT",2010-01-21,2010-01-24,100105268,34.0368,-118.2412,1300 E  7TH                          ST,0416,503,0158,2130,{'0416': 'Hit-Hit w/ weapon'}
821,90013,los angeles,01,Central,442,SHOPLIFTING - PETTY THEFT ($950 & UNDER),2010-01-24,2010-01-24,100105270,34.0455,-118.2381,300 S  ALAMEDA                      ST,,402,0138,1140,{'nan': 'Unknown code'}
822,90014,los angeles,01,Central,624,BATTERY - SIMPLE ASSAULT,2010-01-23,2010-01-24,100105274,34.0461,-118.2476,200 E  5TH                          ST,0400 0416 1813,203,0146,0810,"{'0400': 'Force used', '0416': 'Hit-Hit w/ weapon', '1813': 'Susp is/was current/former spouse/co-habitant'}"
823,90012,los angeles,01,Central,624,BATTERY - SIMPLE ASSAULT,2010-01-24,2010-01-24,100105275,34.0591,-118.2412,600 N  HILL                         ST,0416 0913 1243 2000,501,0111,0945,"{'0416': 'Hit-Hit w/ weapon', '0913': 'Victim knew Suspect', '1243': 'Co-habitants', '2000': 'Domestic violence'}"
824,90017,los angeles,01,Central,442,SHOPLIFTING - PETTY THEFT ($950 & UNDER),2010-01-24,2010-01-24,100105281,34.0480,-118.2577,700 W  7TH                          ST,1217 1251,404,0162,1800,"{'1217': ""Teenager(Use if victim's age is unknown)"", '1251': 'Victim was a student'}"
825,90014,los angeles,01,Central,930,CRIMINAL THREATS - NO WEAPON DISPLAYED,2010-01-25,2010-01-25,100105283,34.0408,-118.2428,600    STANFORD                     AV,0421,503,0158,0335,{'0421': 'Threaten to kill'}
826,90013,los angeles,01,Central,230,"ASSAULT WITH DEADLY WEAPON, AGGRAVATED ASSAULT",2010-01-25,2010-01-25,100105284,34.0490,-118.2381,100 S  ALAMEDA                      ST,0416,502,0139,0100,{'0416': 'Hit-Hit w/ weapon'}
827,90013,los angeles,01,Central,220,ATTEMPTED ROBBERY,2010-01-25,2010-01-25,100105285,34.0490,-118.2381,100 N  ALAMEDA                      ST,0344,502,0129,0030,{'0344': 'Removes vict property'}
828,90013,los angeles,01,Central,310,BURGLARY,2010-01-25,2010-01-25,100105286,34.0490,-118.2381,100 N  ALAMEDA                      ST,,710,0129,0130,{'nan': 'Unknown code'}
829,90014,los angeles,01,Central,624,BATTERY - SIMPLE ASSAULT,2010-01-24,2010-01-24,100105289,34.0471,-118.2491,5TH                          ST,0416,102,0144,2140,{'0416': 'Hit-Hit w/ weapon'}
830,90015,los angeles,01,Central,420,THEFT FROM MOTOR VEHICLE - PETTY ($950 & UNDER),2010-01-24,2010-01-25,100105290,34.0363,-118.2677,VENICE,,101,0192,1000,{'nan': 'Unknown code'}
831,90014,los angeles,01,Central,624,BATTERY - SIMPLE ASSAULT,2010-01-24,2010-01-24,100105291,34.0446,-118.2450,500    SAN JULIAN                   ST,0400,502,0156,1415,{'0400': 'Force used'}
832,90017,los angeles,01,Central,220,ATTEMPTED ROBBERY,2010-01-24,2010-01-24,100105293,34.0451,-118.2604,9TH                          ST,0416 0429,109,0162,1715,"{'0416': 'Hit-Hit w/ weapon', '0429': 'Vict knocked to ground'}"
833,90012,los angeles,01,Central,420,THEFT FROM MOTOR VEHICLE - PETTY ($950 & UNDER),2010-01-17,2010-01-25,100105294,34.0669,-118.2458,900    CENTENNIAL                   ST,,101,0101,2300,{'nan': 'Unknown code'}
834,90014,los angeles,01,Central,626,INTIMATE PARTNER - SIMPLE ASSAULT,2010-01-25,2010-01-25,100105300,34.0416,-118.2550,100 E  9TH                          ST,0400,502,0185,1045,{'0400': 'Force used'}
835,90071,los angeles,01,Central,440,THEFT PLAIN - PETTY ($950 & UNDER),2010-01-22,2010-01-25,100105302,34.0502,-118.2540,600 W  5TH                          ST,0344,738,0152,1800,{'0344': 'Removes vict property'}
836,90013,los angeles,01,Central,210,ROBBERY,2010-01-25,2010-01-25,100105304,34.0458,-118.2361,HEWITT                       ST,0433,101,0139,0855,{'0433': 'Makes victim kneel'}
837,90014,los angeles,01,Central,740,"VANDALISM - FELONY ($400 & OVER, ALL CHURCH VANDALISMS)",2010-01-25,2010-01-25,100105307,34.0384,-118.2571,1100 S  LOS ANGELES                  ST,0329 1300 1402,122,0185,1000,"{'0329': 'Vandalized', '1300': 'Vehicle involved', '1402': 'Evidence Booked (any crime)'}"
838,90012,los angeles,01,Central,330,BURGLARY FROM VEHICLE,2010-01-25,2010-01-25,100105309,34.0598,-118.2485,400 N  FIGUEROA                     ST,1608 1609,101,0121,0710,"{'1608': 'Removed', '1609': 'Smashed'}"
839,90014,los angeles,01,Central,624,BATTERY - SIMPLE ASSAULT,2010-01-25,2010-01-25,100105312,34.0460,-118.2509,200 W  6TH                          ST,0416,503,0153,1430,{'0416': 'Hit-Hit w/ weapon'}
840,90014,los angeles,01,Central,230,"ASSAULT WITH DEADLY WEAPON, AGGRAVATED ASSAULT",2010-01-25,2010-01-25,100105313,34.0481,-118.2507,5TH,0411 1027,102,0143,1630,"{'0411': 'Cut/stabbed', '1027': 'Change'}"
841,90071,los angeles,01,Central,341,"THEFT-GRAND ($950.01 & OVER)EXCPT,GUNS,FOWL,LIVESTK,PROD",2010-01-11,2010-01-25,100105314,34.0502,-118.2540,600 W  5TH                          ST,0344,738,0152,1200,{'0344': 'Removes vict property'}
842,90013,los angeles,01,Central,624,BATTERY - SIMPLE ASSAULT,2010-01-23,2010-01-25,100105315,34.0455,-118.2379,700 E  3RD                          ST,0416,735,0139,2345,{'0416': 'Hit-Hit w/ weapon'}
843,90014,los angeles,01,Central,649,DOCUMENT FORGERY / STOLEN FELONY,2010-01-22,2010-01-25,100105316,34.0416,-118.2550,100 W  9TH                          ST,0344 0601,203,0185,0900,"{'0344': 'Removes vict property', '0601': 'Business'}"
844,90014,los angeles,01,Central,624,BATTERY - SIMPLE ASSAULT,2010-01-25,2010-01-25,100105317,34.0488,-118.2518,500 S  HILL                         ST,0400,108,0153,1545,{'0400': 'Force used'}
845,90012,los angeles,01,Central,740,"VANDALISM - FELONY ($400 & OVER, ALL CHURCH VANDALISMS)",2010-01-24,2010-01-25,100105318,34.0577,-118.2318,1400 N  MAGDALANA                    ST,0329 1300,122,0119,1500,"{'0329': 'Vandalized', '1300': 'Vehicle involved'}"
846,90012,los angeles,01,Central,331,THEFT FROM MOTOR VEHICLE - GRAND ($400 AND OVER),2010-01-23,2010-01-25,100105319,34.0627,-118.2463,CESAR E CHAVEZ,0344 1300,101,0111,1900,"{'0344': 'Removes vict property', '1300': 'Vehicle involved'}"
847,90071,los angeles,01,Central,440,THEFT PLAIN - PETTY ($950 & UNDER),2010-01-25,2010-01-25,100105320,34.0502,-118.2540,600 W  5TH                          ST,0344,102,0152,1000,{'0344': 'Removes vict property'}
848,90014,los angeles,01,Central,860,BATTERY WITH SEXUAL CONTACT,2010-01-25,2010-01-25,100105321,34.0435,-118.2471,6TH,0305 0503 0522 2004,102,0165,1310,"{'0305': 'Attacks from rear', '0503': 'Fondle victim', '0522': 'Touched', '2004': 'Suspect is homeless/transient'}"
849,90012,los angeles,01,Central,740,"VANDALISM - FELONY ($400 & OVER, ALL CHURCH VANDALISMS)",2010-01-25,2010-01-25,100105326,34.0627,-118.2341,1000 N  MAIN                         ST,0329 0906 1100 1300 1402,108,0118,1245,"{'0329': 'Vandalized', '0906': 'Gangs', '1100': 'Shots Fired', '1300': 'Vehicle involved', '1402': 'Evidence Booked (any crime)'}"
850,90014,los angeles,01,Central,230,"ASSAULT WITH DEADLY WEAPON, AGGRAVATED ASSAULT",2010-01-26,2010-01-26,100105340,34.0481,-118.2507,5TH,0411 0432,102,0153,0050,"{'0411': 'Cut/stabbed', '0432': 'Intimidation'}"
851,90017,los angeles,01,Central,350,"THEFT, PERSON",2010-01-26,2010-01-26,100105341,34.0480,-118.2577,7TH,0344,102,0152,0100,{'0344': 'Removes vict property'}
852,90015,los angeles,01,Central,350,"THEFT, PERSON",2010-01-17,2010-01-26,100105347,34.0355,-118.2714,1800 S  FIGUEROA                     ST,0344,741,0191,1800,{'0344': 'Removes vict property'}
853,90013,los angeles,01,Central,330,BURGLARY FROM VEHICLE,2010-01-20,2010-01-20,100105357,34.0439,-118.2337,TRACTION,0344 1609,101,0139,0900,"{'0344': 'Removes vict property', '1609': 'Smashed'}"
854,90014,los angeles,01,Central,440,THEFT PLAIN - PETTY ($950 & UNDER),2010-01-23,2010-01-26,100105358,34.0439,-118.2479,600    MAPLE                        AV,0344,203,0165,0730,{'0344': 'Removes vict property'}
855,90017,los angeles,01,Central,440,THEFT PLAIN - PETTY ($950 & UNDER),2010-01-26,2010-01-26,100105361,34.0480,-118.2577,700 W  7TH                          ST,0344,203,0162,1200,{'0344': 'Removes vict property'}
856,90014,los angeles,01,Central,946,OTHER MISCELLANEOUS CRIME,2010-01-26,2010-01-26,100105363,34.0461,-118.2476,LOS ANGELES                  ST,1402,102,0155,1315,{'1402': 'Evidence Booked (any crime)'}
